noise_level_1_loop.thisN,key_resp_2.keys,trials.thisIndex,noise_level_1_loop.thisIndex,key_resp_3.rt,FileName,noise_level_2_loop.thisIndex,noise_level_3_loop.ran,noise_level_1_loop.thisRepN,noise_level_3_loop.thisTrialN,session,Phoneme3Surprisal,noise_level_3_loop.thisN,__datetime,key_resp_2.rt,OS,noise_level_3_loop.thisIndex,__experimentName,LexicalFrequency,key_resp_6.keys,key_resp_7.keys,key_resp_5.rt,noise_level_3_loop.thisRepN,FilePath,expName,key_resp_5.keys,key_resp_3.keys,Phoneme2Surprisal,Condition,key_resp_4.rt,textbox_3.text,trials.thisRepN,psychopyVersion,NoiseLevel,noise_level_2_loop.thisRepN,noise_level_2_loop.ran,trials.thisTrialN,trials.ran,frameRate,key_resp.rt,noise_level_2_loop.thisTrialN,trials.thisN,date,noise_level_1_loop.thisTrialN,textbox_2.text,__participant,key_resp.keys,__session,Words,key_resp_4.keys,noise_level_1_loop.ran,participant,key_resp_7.rt,Phoneme1Surprisal,noise_level_2_loop.thisN,key_resp_6.rt,textbox.text
﻿,,,,,,,,,,001,,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,,,,,,,syllable_storage,,,,,,,,2022.2.5,,,,,,59.95203836927736,5.326000000000008,,,2024-01-17_06h46.18.900,,,100715,return,001,,,,100715,,,,,
﻿,return,,,,,,,,,001,,,2024-01-17_06h46.12.833,2.583999999999989,Win32,,syllable_storage,,,,,,,syllable_storage,,,,,,,,2022.2.5,,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,,,,100715,,,,,
﻿,,0,,,,,,,,001,,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,,,,,,,syllable_storage,,,,,,,0,2022.2.5,,,,0,1,59.95203836927736,,,0,2024-01-17_06h46.18.900,,,100715,,001,,,,100715,,,,,
﻿,,,,2.4480000000000075,,,,,,001,,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,,,,,,,syllable_storage,,return,,,,,,2022.2.5,,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,,,,100715,,,,,
﻿0,,,56,,full_stimuli_Yob-add_Pink_noise__50.wav,,,0,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,5.1440000000000055,,Stimuli/Experimental Stimuli/full_stimuli_Yob-add_Pink_noise__50.wav,syllable_storage,return,,0.07782426778,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,0,,100715,,001,Yob,,1,100715,,0.009679640355,,,yob
﻿1,,,22,,full_stimuli_jab-add_Pink_noise__50.wav,,,0,,001,0.03157894737,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,43915,,,2.2210000000000036,,Stimuli/Experimental Stimuli/full_stimuli_jab-add_Pink_noise__50.wav,syllable_storage,return,,0.0953815261,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,1,,100715,,001,Jab,,1,100715,,0.01613543396,,,jab
﻿2,,,29,,full_stimuli_Lom-add_Pink_noise__50.wav,,,0,,001,0.05373134328,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,3.0970000000000084,,Stimuli/Experimental Stimuli/full_stimuli_Lom-add_Pink_noise__50.wav,syllable_storage,return,,0.06427475058,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,2,,100715,,001,Lom,,1,100715,,0.04221781216,,,lob
﻿3,,,1,,full_stimuli_Bep-add_Pink_noise__50.wav,,,0,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,3.5209999999999866,,Stimuli/Experimental Stimuli/full_stimuli_Bep-add_Pink_noise__50.wav,syllable_storage,return,,0.08037773142,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,3,,100715,,001,Bep,,1,100715,,0.07376776963,,,bep
﻿4,,,39,,full_stimuli_Ret-add_Pink_noise__50.wav,,,0,,001,0.05426356589,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,1.9770000000000039,,Stimuli/Experimental Stimuli/full_stimuli_Ret-add_Pink_noise__50.wav,syllable_storage,return,,0.09647023631,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,4,,100715,,001,Ret,,1,100715,,0.05415738528,,,rep
﻿5,,,49,,full_stimuli_Vop-add_Pink_noise__50.wav,,,0,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,5.671000000000021,,Stimuli/Experimental Stimuli/full_stimuli_Vop-add_Pink_noise__50.wav,syllable_storage,return,,0.06396118218,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,5,,100715,,001,Vop,,1,100715,,0.01836296626,,,vop
﻿6,,,27,,full_stimuli_Lek-add_Pink_noise__50.wav,,,0,,001,0.08,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,3.4380000000000166,,Stimuli/Experimental Stimuli/full_stimuli_Lek-add_Pink_noise__50.wav,syllable_storage,return,,0.1055257099,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,6,,100715,,001,Lek,,1,100715,,0.04221781216,,,leck
﻿7,,,38,,full_stimuli_Pen-add_Pink_noise__50.wav,,,0,,001,0.2385159011,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,1975721,,,2.015999999999991,,Stimuli/Experimental Stimuli/full_stimuli_Pen-add_Pink_noise__50.wav,syllable_storage,return,,0.07873139519,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,7,,100715,,001,Pen,,1,100715,,0.05823174436,,,pen
﻿8,,,30,,full_stimuli_Lud-add_Pink_noise__50.wav,,,0,,001,0.08846153846,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,8.574000000000012,,Stimuli/Experimental Stimuli/full_stimuli_Lud-add_Pink_noise__50.wav,syllable_storage,return,,0.04988488104,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,8,,100715,,001,Lud,,1,100715,,0.04221781216,,,lud
﻿9,,,33,,full_stimuli_mix-add_Pink_noise__50.wav,,,0,,001,0.07520891365,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,3333067,,,3.390000000000015,,Stimuli/Experimental Stimuli/full_stimuli_mix-add_Pink_noise__50.wav,syllable_storage,return,,0.08052035438,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,9,,100715,,001,Mix,,1,100715,,0.07222874732,,,mix
﻿10,,,7,,full_stimuli_Dap-add_Pink_noise__50.wav,,,0,,001,0.006369426752,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,1.7060000000000173,,Stimuli/Experimental Stimuli/full_stimuli_Dap-add_Pink_noise__50.wav,syllable_storage,return,,0.04472297394,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,10,,100715,,001,Dap,,1,100715,,0.05687092463,,,dap
﻿11,,,54,,full_stimuli_Yam-add_Pink_noise__50.wav,,,0,,001,0.03333333333,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,178583,,,2.0689999999999884,,Stimuli/Experimental Stimuli/full_stimuli_Yam-add_Pink_noise__50.wav,syllable_storage,return,,0.07531380753,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,11,,100715,,001,Yam,,1,100715,,0.009679640355,,,yam
﻿12,,,14,,full_stimuli_Fox-add_Pink_noise__50.wav,,,0,,001,0.102189781,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,9954162,,,3.4140000000000157,,Stimuli/Experimental Stimuli/full_stimuli_Fox-add_Pink_noise__50.wav,syllable_storage,return,,0.05318322981,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,12,,100715,,001,Fox,,1,100715,,0.04173180511,,,fox
﻿13,,,12,,full_stimuli_Fik-add_Pink_noise__50.wav,,,0,,001,0.08149779736,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,3.186000000000007,,Stimuli/Experimental Stimuli/full_stimuli_Fik-add_Pink_noise__50.wav,syllable_storage,return,,0.08812111801,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,13,,100715,,001,Fik,,1,100715,,0.04173180511,,,fick
﻿14,,,46,,full_stimuli_tub-add_Pink_noise__50.wav,,,0,,001,0.04081632653,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,308450,,,4.198999999999984,,Stimuli/Experimental Stimuli/full_stimuli_tub-add_Pink_noise__50.wav,syllable_storage,return,,0.03218743157,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,14,,100715,,001,Tub,,1,100715,,0.0369932364,,,tub
﻿15,,,5,,full_stimuli_cod-add_Pink_noise__50.wav,,,0,,001,0.01158580739,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,2194098,,,1.9780000000000086,,Stimuli/Experimental Stimuli/full_stimuli_cod-add_Pink_noise__50.wav,syllable_storage,return,,0.1139627001,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,15,,100715,,001,Cod,,1,100715,,0.09815722328,,,cod
﻿16,,,4,,full_stimuli_Cat-add_Pink_noise__50.wav,,,0,,001,0.08547794118,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,4596303,,,3.7360000000000184,,Stimuli/Experimental Stimuli/full_stimuli_Cat-add_Pink_noise__50.wav,syllable_storage,return,,0.08978379271,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,16,,100715,,001,Cat,,1,100715,,0.09815722328,,,cat
﻿17,,,8,,full_stimuli_Den-add_Pink_noise__50.wav,,,0,,001,0.1384408602,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,1313326,,,1.568000000000012,,Stimuli/Experimental Stimuli/full_stimuli_Den-add_Pink_noise__50.wav,syllable_storage,return,,0.1059678109,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,17,,100715,,001,Den,,1,100715,,0.05687092463,,,den
﻿18,,,6,,full_stimuli_Daf-add_Pink_noise__50.wav,,,0,,001,0.04140127389,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.5260000000000105,,Stimuli/Experimental Stimuli/full_stimuli_Daf-add_Pink_noise__50.wav,syllable_storage,return,,0.04472297394,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,18,,100715,,001,Daf,,1,100715,,0.05687092463,,,dap
﻿19,,,26,,full_stimuli_leak-add_Pink_noise__50.wav,,,0,,001,0.05247813411,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,163674,,,3.2369999999999948,,Stimuli/Experimental Stimuli/full_stimuli_leak-add_Pink_noise__50.wav,syllable_storage,return,,0.06580966999,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,19,,100715,,001,Leak,,1,100715,,0.04221781216,,,leak
﻿20,,,53,,full_stimuli_Wob-add_Pink_noise__50.wav,,,0,,001,0.02857142857,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.2489999999999952,,Stimuli/Experimental Stimuli/full_stimuli_Wob-add_Pink_noise__50.wav,syllable_storage,return,,0.06790465632,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,20,,100715,,001,Wob,,1,100715,,0.02922522377,,,wob
﻿21,,,51,,full_stimuli_Wed-add_Pink_noise__50.wav,,,0,,001,0.04609218437,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,771774,,,1.6270000000000095,,Stimuli/Experimental Stimuli/full_stimuli_Wed-add_Pink_noise__50.wav,syllable_storage,return,,0.1383037694,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,21,,100715,,001,Wed,,1,100715,,0.02922522377,,,wed
﻿22,,,20,,full_stimuli_Hop-add_Pink_noise__50.wav,,,0,,001,0.04406364749,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,767925,,,1.4969999999999857,,Stimuli/Experimental Stimuli/full_stimuli_Hop-add_Pink_noise__50.wav,syllable_storage,return,,0.1365079365,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,22,,100715,,001,Hop,,1,100715,,0.04847920295,,,hop
﻿23,,,25,,full_stimuli_Kit-add_Pink_noise__50.wav,,,0,,001,0.06637168142,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,2634837,,,3.377999999999986,,Stimuli/Experimental Stimuli/full_stimuli_Kit-add_Pink_noise__50.wav,syllable_storage,return,,0.03729988447,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,23,,100715,,001,Kit,,1,100715,,0.09815722328,,,kip
﻿24,,,10,,full_stimuli_Fep-add_Pink_noise__50.wav,,,0,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.8940000000000055,,Stimuli/Experimental Stimuli/full_stimuli_Fep-add_Pink_noise__50.wav,syllable_storage,return,,0.08326863354,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,24,,100715,,001,Fep,,1,100715,,0.04173180511,,,vep
﻿25,,,31,,full_stimuli_Lut-add_Pink_noise__50.wav,,,0,,001,0.05384615385,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,3.390000000000015,,Stimuli/Experimental Stimuli/full_stimuli_Lut-add_Pink_noise__50.wav,syllable_storage,return,,0.04988488104,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,25,,100715,,001,Lut,,1,100715,,0.04221781216,,,luck
﻿26,,,44,,full_stimuli_tag-add_Pink_noise__50.wav,,,0,,001,0.04,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,863007,,,2.6440000000000055,,Stimuli/Experimental Stimuli/full_stimuli_tag-add_Pink_noise__50.wav,syllable_storage,return,,0.07116268885,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,26,,100715,,001,Tag,,1,100715,,0.0369932364,,,tag
﻿27,,,0,,full_stimuli_Bed-add_Pink_noise__50.wav,,,0,,001,0.06420765027,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,2039777,,,2.11099999999999,,Stimuli/Experimental Stimuli/full_stimuli_Bed-add_Pink_noise__50.wav,syllable_storage,return,,0.08037773142,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,27,,100715,,001,Bed,,1,100715,,0.07376776963,,,bed
﻿28,,,19,,full_stimuli_Hin-add_Pink_noise__50.wav,,,0,,001,0.1593830334,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.0800000000000125,,Stimuli/Experimental Stimuli/full_stimuli_Hin-add_Pink_noise__50.wav,syllable_storage,return,,0.06499582289,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,28,,100715,,001,Hin,,1,100715,,0.04847920295,,,pin
﻿29,,,13,,full_stimuli_fix-add_Pink_noise__50.wav,,,0,,001,0.08149779736,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,837625,,,1.568000000000012,,Stimuli/Experimental Stimuli/full_stimuli_fix-add_Pink_noise__50.wav,syllable_storage,return,,0.08812111801,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,29,,100715,,001,Fix,,1,100715,,0.04173180511,,,fix
﻿30,,,21,,full_stimuli_Hut-add_Pink_noise__50.wav,,,0,,001,0.04461942257,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,922435,,,1.457000000000022,,Stimuli/Experimental Stimuli/full_stimuli_Hut-add_Pink_noise__50.wav,syllable_storage,return,,0.06365914787,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,30,,100715,,001,Hut,,1,100715,,0.04847920295,,,hut
﻿31,,,58,,full_stimuli_Zat-add_Pink_noise__50.wav,,,0,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,1.6589999999999918,,Stimuli/Experimental Stimuli/full_stimuli_Zat-add_Pink_noise__50.wav,syllable_storage,return,,0.08138238573,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,31,,100715,,001,Zat,,1,100715,,0.007265805354,,,zap
﻿32,,,15,,full_stimuli_Gat-add_Pink_noise__50.wav,,,0,,001,0.05793450882,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,1.8409999999999798,,Stimuli/Experimental Stimuli/full_stimuli_Gat-add_Pink_noise__50.wav,syllable_storage,return,,0.0854130809,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,32,,100715,,001,Gat,,1,100715,,0.03764934592,,,gap
﻿33,,,43,,full_stimuli_Sop-add_Pink_noise__50.wav,,,0,,001,0.01706484642,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.4359999999999786,,Stimuli/Experimental Stimuli/full_stimuli_Sop-add_Pink_noise__50.wav,syllable_storage,return,,0.02520863805,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,33,,100715,,001,Sop,,1,100715,,0.09414766514,,,sop
﻿34,,,36,,full_stimuli_Nif-add_Pink_noise__50.wav,,,0,,001,0.01433691756,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,1.7419999999999902,,Stimuli/Experimental Stimuli/full_stimuli_Nif-add_Pink_noise__50.wav,syllable_storage,return,,0.09204882877,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,34,,100715,,001,Nif,,1,100715,,0.024551456,,,nif
﻿35,,,32,,full_stimuli_map-add_Pink_noise__50.wav,,,0,,001,0.01016260163,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,5179480,,,1.6160000000000139,,Stimuli/Experimental Stimuli/full_stimuli_map-add_Pink_noise__50.wav,syllable_storage,return,,0.1103510149,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,35,,100715,,001,Map,,1,100715,,0.07222874732,,,map
﻿36,,,2,,full_stimuli_Bit-add_Pink_noise__50.wav,,,0,,001,0.07729468599,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,1252381,,,2.8130000000000166,,Stimuli/Experimental Stimuli/full_stimuli_Bit-add_Pink_noise__50.wav,syllable_storage,return,,0.04545953662,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,36,,100715,,001,Bit,,1,100715,,0.07376776963,,,bit
﻿37,,,23,,full_stimuli_Jug-add_Pink_noise__50.wav,,,0,,001,0.07826086957,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,250685,,,2.88900000000001,,Stimuli/Experimental Stimuli/full_stimuli_Jug-add_Pink_noise__50.wav,syllable_storage,return,,0.05773092369,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,37,,100715,,001,Jug,,1,100715,,0.01613543396,,,jud
﻿38,,,42,,full_stimuli_Siv-add_Pink_noise__50.wav,,,0,,001,0.02721088435,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.793000000000035,,Stimuli/Experimental Stimuli/full_stimuli_Siv-add_Pink_noise__50.wav,syllable_storage,return,,0.06323668588,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,38,,100715,,001,Siv,,1,100715,,0.09414766514,,,siv
﻿39,,,41,,full_stimuli_Rocks-add_Pink_noise__50.wav,,,0,,001,0.1720698254,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,1548248,,,4.7830000000000155,,Stimuli/Experimental Stimuli/full_stimuli_Rocks-add_Pink_noise__50.wav,syllable_storage,return,,0.0599760694,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,39,,100715,,001,Rocks,,1,100715,,0.05415738528,,,rocks
﻿40,,,3,,full_stimuli_Cap-add_Pink_noise__50.wav,,,0,,001,0.09283088235,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,2947190,,,2.5149999999999864,,Stimuli/Experimental Stimuli/full_stimuli_Cap-add_Pink_noise__50.wav,syllable_storage,return,,0.08978379271,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,40,,100715,,001,Cap,,1,100715,,0.09815722328,,,cap
